Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","356","India","7271","Temperature change","7010","October","1998","1998","°C","0.63","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","1999","1999","°C","0.242","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2000","2000","°C","1.138","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2001","2001","°C","0.812","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2002","2002","°C","0.86","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2003","2003","°C","0.326","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2004","2004","°C","-0.255","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2005","2005","°C","0.26","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2006","2006","°C","0.904","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2007","2007","°C","0.235","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2008","2008","°C","0.8","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2009","2009","°C","0.487","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2010","2010","°C","0.997","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2011","2011","°C","0.829","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2012","2012","°C","0.204","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2013","2013","°C","0.504","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2014","2014","°C","0.809","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2015","2015","°C","1.49","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2016","2016","°C","0.881","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2017","2017","°C","1.391","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2018","2018","°C","0.92","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2019","2019","°C","0.385","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2020","2020","°C","1.333","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7010","October","2021","2021","°C","1.105","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1961","1961","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1962","1962","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1963","1963","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1964","1964","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1965","1965","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1966","1966","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1967","1967","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1968","1968","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1969","1969","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1970","1970","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1971","1971","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1972","1972","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1973","1973","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1974","1974","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1975","1975","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1976","1976","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1977","1977","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1978","1978","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1979","1979","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1980","1980","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1981","1981","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1982","1982","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1983","1983","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1984","1984","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1985","1985","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1986","1986","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1987","1987","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1988","1988","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1989","1989","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1990","1990","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1991","1991","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1992","1992","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1993","1993","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1994","1994","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1995","1995","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1996","1996","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1997","1997","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1998","1998","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","1999","1999","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2000","2000","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2001","2001","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2002","2002","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2003","2003","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2004","2004","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2005","2005","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2006","2006","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2007","2007","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2008","2008","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2009","2009","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2010","2010","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2011","2011","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2012","2012","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2013","2013","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2014","2014","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2015","2015","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2016","2016","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2017","2017","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2018","2018","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2019","2019","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2020","2020","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7010","October","2021","2021","°C","0.539","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1961","1961","°C","-0.972","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1962","1962","°C","-0.499","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1963","1963","°C","0.541","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1964","1964","°C","-0.654","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1965","1965","°C","0.472","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1966","1966","°C","0.478","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1967","1967","°C","-0.214","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1968","1968","°C","0.019","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1969","1969","°C","0.899","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1970","1970","°C","-0.56","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1971","1971","°C","-0.628","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1972","1972","°C","0.113","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1973","1973","°C","-0.465","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1974","1974","°C","-0.43","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1975","1975","°C","-1.305","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1976","1976","°C","1.718","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1977","1977","°C","1.394","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1978","1978","°C","0.722","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1979","1979","°C","1.547","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1980","1980","°C","0.596","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1981","1981","°C","-0.613","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1982","1982","°C","0.14","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1983","1983","°C","-0.708","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1984","1984","°C","-0.591","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1985","1985","°C","-0.087","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1986","1986","°C","0.726","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1987","1987","°C","0.646","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1988","1988","°C","-0.133","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1989","1989","°C","0.411","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1990","1990","°C","0.579","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1991","1991","°C","-0.238","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1992","1992","°C","0.155","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1993","1993","°C","0.446","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1994","1994","°C","0.08","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1995","1995","°C","0.35","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1996","1996","°C","0.123","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1997","1997","°C","0.734","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1998","1998","°C","0.848","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","1999","1999","°C","0.828","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2000","2000","°C","1.195","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2001","2001","°C","1.273","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2002","2002","°C","0.941","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2003","2003","°C","0.869","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2004","2004","°C","0.755","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2005","2005","°C","0.15","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2006","2006","°C","1.092","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2007","2007","°C","0.895","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2008","2008","°C","1.008","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2009","2009","°C","0.791","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2010","2010","°C","1.583","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2011","2011","°C","1.323","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2012","2012","°C","0.333","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2013","2013","°C","0.332","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2014","2014","°C","1.099","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2015","2015","°C","1.76","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2016","2016","°C","0.819","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2017","2017","°C","0.839","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2018","2018","°C","1.342","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2019","2019","°C","1.556","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2020","2020","°C","0.735","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7011","November","2021","2021","°C","0.925","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1961","1961","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1962","1962","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1963","1963","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1964","1964","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1965","1965","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1966","1966","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1967","1967","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1968","1968","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1969","1969","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1970","1970","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1971","1971","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1972","1972","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1973","1973","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1974","1974","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1975","1975","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1976","1976","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1977","1977","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1978","1978","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1979","1979","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1980","1980","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1981","1981","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1982","1982","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1983","1983","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1984","1984","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1985","1985","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1986","1986","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1987","1987","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1988","1988","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1989","1989","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1990","1990","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1991","1991","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1992","1992","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1993","1993","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1994","1994","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1995","1995","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1996","1996","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1997","1997","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1998","1998","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","1999","1999","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2000","2000","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2001","2001","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2002","2002","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2003","2003","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2004","2004","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2005","2005","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2006","2006","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2007","2007","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2008","2008","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2009","2009","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2010","2010","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2011","2011","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2012","2012","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2013","2013","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2014","2014","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2015","2015","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2016","2016","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2017","2017","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2018","2018","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2019","2019","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2020","2020","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7011","November","2021","2021","°C","0.774","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1961","1961","°C","-1.764","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1962","1962","°C","-0.378","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1963","1963","°C","0.178","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1964","1964","°C","-0.29","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1965","1965","°C","-0.072","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1966","1966","°C","-0.394","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1967","1967","°C","0.492","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1968","1968","°C","-0.012","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1969","1969","°C","0.375","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1970","1970","°C","-0.581","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1971","1971","°C","-0.313","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1972","1972","°C","0.665","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1973","1973","°C","-0.567","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1974","1974","°C","-0.895","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1975","1975","°C","-0.676","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1976","1976","°C","0.665","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1977","1977","°C","0.373","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1978","1978","°C","0.182","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1979","1979","°C","0.656","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1980","1980","°C","0.338","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1981","1981","°C","-0.18","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1982","1982","°C","0.5","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1983","1983","°C","-0.32","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1984","1984","°C","0.409","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1985","1985","°C","0.84","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1986","1986","°C","0.088","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1987","1987","°C","0.367","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1988","1988","°C","0.638","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1989","1989","°C","-0.149","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1990","1990","°C","0.414","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1991","1991","°C","-0.13","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1992","1992","°C","0.096","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1993","1993","°C","0.131","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1994","1994","°C","-0.006","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1995","1995","°C","0.718","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1996","1996","°C","-0.009","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1997","1997","°C","0.144","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1998","1998","°C","0.404","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","1999","1999","°C","0.387","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2000","2000","°C","0.617","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2001","2001","°C","0.972","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2002","2002","°C","1.446","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2003","2003","°C","0.583","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2004","2004","°C","1.075","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2005","2005","°C","0.203","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2006","2006","°C","1.133","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2007","2007","°C","0.693","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2008","2008","°C","1.856","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2009","2009","°C","1.171","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2010","2010","°C","0.113","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2011","2011","°C","0.863","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2012","2012","°C","0.981","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2013","2013","°C","0.468","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2014","2014","°C","0.155","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2015","2015","°C","1.367","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2016","2016","°C","1.48","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2017","2017","°C","1.14","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2018","2018","°C","0.444","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2019","2019","°C","0.328","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2020","2020","°C","0.899","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7012","December","2021","2021","°C","0.776","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7012","December","1961","1961","°C","0.573","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7012","December","1962","1962","°C","0.573","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7012","December","1963","1963","°C","0.573","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7012","December","1964","1964","°C","0.573","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7012","December","1965","1965","°C","0.573","E","Estimated value"
