Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1977","1977","°C","-0.45","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1978","1978","°C","-0.628","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1979","1979","°C","0.78","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1980","1980","°C","-0.613","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1981","1981","°C","0.522","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1982","1982","°C","0.091","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1983","1983","°C","0.56","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1984","1984","°C","-0.294","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1985","1985","°C","-0.243","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1986","1986","°C","0.121","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1987","1987","°C","1","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1988","1988","°C","0.205","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1989","1989","°C","-0.783","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1990","1990","°C","-0.356","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1991","1991","°C","-0.22","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1992","1992","°C","0.772","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1993","1993","°C","0.364","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1994","1994","°C","-0.106","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1995","1995","°C","1.503","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1996","1996","°C","-0.032","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1997","1997","°C","-0.14","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1998","1998","°C","1.053","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","1999","1999","°C","-0.55","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2000","2000","°C","-0.64","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2001","2001","°C","-0.927","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2002","2002","°C","0.328","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2003","2003","°C","0.937","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2004","2004","°C","-0.247","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2005","2005","°C","1.432","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2006","2006","°C","0.046","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2007","2007","°C","0.204","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2008","2008","°C","-1.007","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2009","2009","°C","1.287","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2010","2010","°C","0.92","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2011","2011","°C","-0.282","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2012","2012","°C","1.272","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2013","2013","°C","-0.489","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2014","2014","°C","1.547","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2015","2015","°C","0.149","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2016","2016","°C","0.745","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2017","2017","°C","0.281","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2018","2018","°C","0.525","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2019","2019","°C","1.704","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2020","2020","°C","-0.324","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7006","June","2021","2021","°C","-0.449","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1961","1961","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1962","1962","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1963","1963","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1964","1964","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1965","1965","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1966","1966","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1967","1967","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1968","1968","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1969","1969","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1970","1970","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1971","1971","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1972","1972","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1973","1973","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1974","1974","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1975","1975","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1976","1976","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1977","1977","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1978","1978","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1979","1979","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1980","1980","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1981","1981","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1982","1982","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1983","1983","°C","0.613","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7006","June","1984","1984","°C","0.613","E","Estimated value"
